Age,Referrals,Tenure_Months,Add-on Service,Monthly Charge,Churn Score
46,0,5,3,44.05,74
43,5,48,1,19.25,46
41,0,63,6,90.05,45
35,0,27,5,56.7,79
28,10,70,9,80.15,70
47,3,7,8,71.35,30
24,0,10,1,20.25,68
19,10,2,6,90.35,29
50,0,66,1,19.7,36
22,0,3,1,19.85,59
41,9,72,7,90.35,49
37,0,1,1,20.8,38
56,6,72,7,66.85,32
30,2,65,1,19.9,34
22,0,11,3,35.8,44
56,0,22,4,78.85,75
23,0,14,1,20.4,50
45,0,41,4,74.25,78
32,2,17,7,64.8,70
63,0,11,1,20.45,29
24,5,72,10,110.65,22
59,6,3,5,40.3,65
20,7,59,9,107,51
30,4,71,8,73.35,68
45,10,5,3,44.8,64
54,5,27,5,54.75,41
48,0,63,5,40.6,80
40,5,72,5,55.3,64
59,5,34,6,60.85,73
54,4,24,8,78.4,77
53,0,72,8,69.65,32
46,1,60,8,59.85,37
60,0,68,9,76.9,53
44,8,8,1,19.85,65
22,0,34,7,67.65,40
25,0,6,5,45,72
38,2,2,6,64.2,56
24,0,31,5,81.7,68
47,6,20,2,25.55,35
21,4,1,1,20,33
39,7,39,2,23.8,30
61,1,46,6,64.2,41
45,5,72,7,76.8,34
63,0,18,5,55.2,44
29,10,71,10,108.55,58
55,9,42,2,25.25,53
23,0,34,3,30.4,33
23,0,25,5,84.6,23
37,10,55,8,103.7,65
30,9,70,7,88,48
41,3,61,9,106.35,35
62,1,43,9,79.15,63
37,0,47,9,103.1,29
38,0,5,6,63.95,42
55,0,62,2,25.8,34
47,1,14,2,25.55,65
35,2,34,5,44.85,49
44,9,38,2,25.05,73
46,7,70,9,74.1,43
33,3,37,6,88.8,31
47,0,62,8,71.4,56
27,0,36,8,79.2,53
36,0,44,1,20.4,55
44,7,72,9,105,70
59,0,13,3,30.85,38
23,7,15,1,20.55,22
57,0,65,10,84.85,75
54,7,12,4,33.15,74
55,8,72,10,92,44
23,3,72,11,89.8,66
57,9,72,11,115.8,39
63,0,52,10,85.15,69
50,0,2,2,24.85,57
63,0,5,6,64.35,35
32,0,68,1,20.5,68
22,0,72,9,86.05,33
59,10,66,7,89,53
52,9,72,9,64.8,72
63,0,26,1,19.8,77
53,2,64,8,93.4,42
61,6,62,4,39,54
44,0,5,1,20.5,53
44,0,3,2,26.4,77
32,1,72,8,98.2,75
26,1,57,8,97.55,51
63,0,66,1,19.95,51
33,0,45,8,99.7,38
25,0,3,3,34.8,67
48,0,51,8,60.15,37
29,0,60,6,64.75,25
62,0,33,5,54.65,58
39,1,67,10,111.25,37
19,1,49,4,35.8,69
42,0,1,1,20.05,52
23,1,37,6,91.2,55
37,1,31,7,89.3,46
56,1,63,5,81.2,64
53,0,30,8,94.3,75
29,1,71,10,116.1,42
33,0,53,9,105.55,67
27,1,50,8,94.4,21
19,0,2,1,19.5,74
35,1,56,9,105.6,24
60,1,67,9,81.35,51
38,0,4,4,56.4,49
61,0,19,6,65.35,39
26,0,8,1,19.95,40
29,0,71,10,111.25,54
40,1,72,9,106.1,72
42,0,12,1,20.05,62
22,1,72,2,25.2,62
45,0,72,9,65.55,24
37,0,26,5,80.7,28
48,0,21,9,104.55,20
23,1,60,2,24.15,24
26,0,12,1,20.45,80
25,1,16,4,75.4,51
38,1,63,8,79.7,30
54,1,32,9,76.3,70
32,6,68,9,103.75,45
53,0,30,6,86.45,24
44,0,16,4,75.1,59
32,0,33,5,80.6,80
54,3,72,1,19.3,42
58,0,12,4,33.6,30
40,8,10,9,80.85,45
32,6,65,10,108.05,69
46,0,15,1,19.9,29
55,0,24,1,21.05,63
50,0,13,2,30.15,22
23,0,24,5,79.85,43
56,6,72,9,65.5,25
62,3,54,9,104.1,57
39,4,4,1,20.5,34
42,8,35,1,20.5,38
64,0,8,3,75.6,31
62,0,22,5,55.1,62
57,0,15,6,58.95,55
39,0,22,7,95.1,61
33,0,71,2,25.45,37
26,0,4,5,56.75,51
59,0,25,10,81.75,61
45,7,32,4,86.1,48
41,0,17,1,20.5,65
50,0,3,1,20.85,38
48,0,71,8,77.35,61
30,1,49,6,93.85,62
26,0,58,7,70.1,58
40,4,59,8,75.95,46
34,0,11,4,75.25,75
20,5,35,5,54.95,30
23,0,20,1,19.5,28
21,9,40,1,19.6,34
22,0,39,3,47.85,23
62,7,72,2,23.75,67
54,0,12,3,43.8,26
48,0,1,1,19.75,43
20,0,27,1,19.15,51
53,7,34,1,19.6,33
56,9,56,5,80.3,67
31,0,58,2,24.35,51
30,9,22,2,25.25,75
27,10,10,2,26.1,63
23,0,13,1,20,63
19,1,72,1,20.7,55
21,0,2,7,70.3,27
42,1,4,3,69.55,44
28,0,37,1,19.85,27
59,0,21,1,20,47
20,0,3,4,50.15,23
31,3,71,8,58.65,48
41,0,9,7,95.9,66
56,0,1,3,49.5,59
36,5,71,10,80.1,37
36,0,64,2,24.4,24
33,0,4,5,40.05,57
33,0,23,1,19.5,42
59,3,39,4,51.05,63
27,1,28,4,54.35,70
62,0,37,3,70.35,32
30,0,47,7,94.9,52
39,8,50,3,69.75,64
30,1,27,7,71.6,52
49,4,62,2,23.65,21
25,4,71,9,81.85,78
39,0,66,2,25.1,48
61,5,68,11,114.7,59
47,0,13,6,49.15,78
37,3,56,5,80.9,56
56,0,16,1,19.3,48
60,0,14,3,70.2,25
37,0,8,5,54.25,69
29,8,43,8,99.3,73
31,0,52,8,74,39
35,0,3,4,50.25,76
42,0,29,1,19.8,69
48,1,16,3,35.5,25
41,0,40,9,80.75,27
47,0,36,1,19.55,47
49,10,26,1,20.05,29
33,6,34,4,50.2,54
32,0,10,6,62.25,76
52,0,14,4,55.7,57
63,7,47,1,19.65,77
36,2,24,7,89.25,77
62,0,22,7,56.75,55
31,0,1,1,21.1,52
35,2,59,8,96.65,52
44,9,58,2,24.5,47
61,3,3,3,69.55,59
50,0,32,1,20.05,20
39,5,10,2,25.75,48
41,0,52,1,19.6,37
53,0,32,5,87.65,66
35,0,16,4,74.75,27
62,0,51,10,107.45,24
30,0,29,8,75.35,77
24,1,70,7,64.95,78
25,4,71,9,100.45,34
28,4,41,7,68.5,54
49,0,1,3,80.55,21
38,4,7,9,81.25,57
60,10,67,7,89.55,69
38,3,5,5,55.7,46
53,0,15,2,24.8,57
21,4,20,1,20,70
50,9,54,9,105.2,68
32,0,42,1,19.55,43
24,3,9,5,79.75,62
24,0,63,8,97.45,67
57,10,69,2,24.25,21
24,0,69,2,24.6,66
32,7,40,4,50.15,71
38,0,60,5,39.6,32
33,3,32,8,98.85,61
60,0,39,5,53.85,79
36,0,38,2,24.25,23
32,0,52,7,89.45,35
57,1,48,9,105.25,79
21,7,70,8,59.5,27
56,0,20,2,70.55,59
59,0,50,10,82.5,71
46,5,25,6,61.6,66
58,0,12,4,49.05,70
29,4,23,7,66.25,22
26,0,27,1,19.4,39
45,9,26,1,19.15,58
58,0,2,1,19.25,45
23,10,26,5,81.95,72
40,7,63,1,20,56
52,9,71,1,19.8,20
19,7,11,6,65.15,42
30,0,13,11,88.95,27
38,0,6,1,20.2,75
19,5,18,5,56.8,59
21,6,32,4,75.5,76
46,0,29,4,35.6,74
62,0,3,4,60.25,31
59,0,41,5,40.35,79
59,0,1,1,18.85,37
57,0,7,4,54.85,20
36,0,52,6,64.3,73
48,7,45,2,24.65,67
55,4,70,7,76.1,67
62,0,53,1,18.7,54
44,8,60,8,94.1,62
63,0,67,8,72.35,50
41,0,25,1,19.9,22
56,0,5,4,53.8,78
29,0,26,4,51.55,36
21,1,1,1,19.65,53
60,1,72,11,114,29
33,0,14,5,54.25,44
59,0,13,4,80,78
56,0,46,9,79.2,63
59,0,39,4,49.8,51
56,0,57,7,53.75,58
29,1,53,7,93.45,20
32,1,18,6,87.9,33
59,1,58,5,61.05,46
38,0,35,8,99.25,36
21,0,3,6,85.7,33
47,0,38,9,104.85,35
60,0,35,8,69.15,61
33,0,47,8,74.45,55
25,0,14,3,50.45,48
58,1,66,10,85.25,38
26,1,15,1,19.45,67
24,0,42,1,20.75,57
53,1,17,5,78.9,38
26,0,37,9,104.5,21
20,0,12,3,49.4,70
63,0,60,2,25,24
26,9,18,2,25.55,28
56,0,3,3,70.15,26
23,0,9,7,69.4,55
45,1,56,7,93.15,56
25,0,7,3,69.55,71
28,5,69,1,20.2,34
42,3,54,1,20.4,60
26,6,62,2,23.75,66
25,9,62,7,70.45,37
47,0,17,7,65.75,63
24,0,9,2,24.6,49
30,4,64,7,69.25,25
64,3,72,2,24.65,66
62,0,30,7,90.4,78
56,3,49,8,100.85,53
21,10,61,9,75.35,35
54,7,47,6,87.2,76
64,0,20,7,64.4,80
43,8,70,2,24.7,59
58,0,54,8,105.85,35
39,0,13,1,19.45,37
25,9,3,5,58.7,52
43,0,25,1,20.15,58
58,0,30,7,64.5,48
20,8,21,3,28.5,77
63,9,45,9,105.15,22
60,6,24,6,83.15,53
60,10,56,9,103.2,34
62,0,1,1,19.45,64
39,9,72,10,85.9,72
57,0,47,1,20.15,74
22,0,2,4,50.3,33
49,0,2,5,80.15,26
26,1,12,4,51.25,57
61,6,69,7,95.2,34
47,4,64,8,76.1,26
56,3,62,11,115.55,25
23,5,63,2,24.65,40
34,0,53,7,53.6,28
20,10,5,1,19.45,79
32,4,62,7,101.15,36
28,5,55,6,56.8,33
25,6,72,1,20.1,41
59,7,36,8,60.7,69
47,3,25,1,20.95,77
44,0,36,1,19.25,79
55,0,1,6,62.8,36
25,0,72,9,105.5,62
50,2,59,1,19.85,59
54,0,1,8,74.1,23
62,9,30,10,107.5,51
42,0,64,1,19.55,27
20,0,63,8,68.8,40
60,0,62,10,84.5,61
19,6,67,10,111.2,71
37,5,70,9,80.6,68
50,0,5,3,75.6,27
42,6,24,8,57.6,70
55,7,72,10,110.6,64
26,9,66,6,58.2,79
41,10,45,9,81,56
47,5,69,1,19.7,76
57,0,28,5,59.55,37
48,0,36,8,75.55,22
32,6,42,6,45.1,71
50,0,48,8,70.95,56
32,3,11,1,20.9,63
47,0,7,1,19.95,38
27,0,3,2,24.6,56
47,0,8,7,66.7,35
42,1,32,7,94.8,52
35,4,60,7,65.85,48
21,9,10,1,19.95,54
33,5,71,2,24.65,42
61,2,43,6,51.25,43
47,6,23,5,54.25,49
28,8,72,1,19.4,79
56,8,22,4,56.25,28
19,0,1,2,25.15,45
57,0,69,2,23.95,31
45,0,50,4,35.4,36
22,6,15,4,75.35,67
56,0,31,1,20.4,29
64,2,10,7,56.05,30
55,0,8,1,20,71
20,5,64,8,73.05,28
27,3,28,1,20.5,41
39,5,57,8,100.75,31
58,0,19,1,19.95,50
21,0,51,6,49.65,30
51,5,67,7,65.65,20
43,3,11,1,20.45,28
38,8,72,8,60.95,21
59,9,66,1,20.35,22
43,0,9,1,19.5,64
59,0,9,4,75.2,68
28,9,48,10,111.45,74
23,0,10,3,70.15,78
47,8,72,10,92,42
63,10,51,10,85.5,43
41,0,54,6,84.4,31
38,0,33,6,60.9,36
62,0,27,1,20.25,79
53,0,23,7,95.3,68
63,0,1,1,19.85,75
63,3,45,10,84.35,35
35,3,39,1,19.85,72
40,10,72,9,82.3,60
44,2,58,6,66.8,70
62,0,70,6,44.6,26
41,4,61,8,98.45,64
37,0,2,2,70.7,38
39,0,46,2,24.95,58
43,0,48,9,102.5,75
35,0,64,10,86.55,57
53,3,72,2,24.3,43
51,2,12,5,58.35,29
29,6,72,8,68.75,52
62,4,29,5,85.8,70
21,3,33,1,20.1,59
47,0,1,1,20.35,72
42,5,62,10,110.8,49
24,0,4,6,82.85,80
44,0,24,6,84.35,31
56,9,14,1,19.55,47
38,0,3,1,19.95,77
40,0,8,6,66.25,60
38,0,35,2,23.3,78
64,0,66,2,25.3,56
46,0,8,6,44.55,66
19,8,71,9,104.1,45
59,3,43,7,92.55,37
35,6,65,8,94.55,36
27,0,35,7,95.5,27
51,0,64,8,100.3,77
58,1,58,7,55.5,69
38,4,67,7,89.55,45
59,2,63,1,19.15,38
22,9,60,8,99.8,38
56,4,70,11,113.05,54
32,0,48,1,19.95,21
63,7,12,8,74.15,52
43,10,45,2,24.45,57
21,0,23,2,24.8,46
64,6,43,6,64.85,72
49,0,35,1,20.75,75
47,2,9,7,68.95,29
61,0,27,4,49,51
61,0,40,4,50.25,25
26,5,8,1,19.9,29
31,7,52,8,100.3,29
34,2,3,5,55.8,48
29,0,41,10,111.15,32
26,0,20,8,98.55,42
24,0,1,4,50.05,61
45,0,23,1,20.85,53
51,0,8,1,19.35,58
56,0,18,7,69.5,24
56,0,31,7,94.5,42
20,5,29,1,20.65,72
54,4,36,9,106.05,25
53,1,42,9,108.3,63
38,0,60,8,99.65,41
42,6,22,7,95.9,56
47,7,36,1,20,60
40,0,9,7,64.95,66
28,5,1,4,74.6,22
39,8,12,3,49.2,37
37,0,23,8,73.75,28
35,0,62,8,92.3,58
42,0,8,1,19.2,42
46,9,31,6,88.65,48
54,1,45,8,95.95,63
35,0,2,1,20.25,59
58,0,44,6,49.05,68
41,0,39,4,35.55,76
53,7,72,9,65.1,30
50,2,51,8,69.75,50
49,0,56,8,106.8,49
32,0,1,4,51.25,57
30,5,23,6,57.75,22
21,0,1,1,19.55,31
20,0,11,5,79.5,57
41,6,52,9,98.15,48
19,0,3,1,20.25,42
29,6,51,5,79.15,64
64,0,37,5,40.2,20
59,0,13,1,19.95,63
29,3,49,5,55.35,26
19,0,18,2,71.1,28
42,7,68,7,54.1,30
27,0,54,1,19.65,70
22,2,71,10,80.4,20
56,2,67,1,19.25,61
46,1,14,5,84.8,80
48,0,63,1,19.5,44
36,0,41,8,68.6,34
46,10,17,7,92.6,32
28,7,56,8,100.55,61
49,0,5,1,20.55,23
28,5,3,1,19.6,29
42,0,37,8,67.45,37
44,0,8,2,43.55,60
40,0,63,10,109.85,66
61,7,7,1,20.65,74
52,0,3,7,95.4,70
19,3,72,1,21,71
57,0,19,5,56.2,38
60,9,59,1,18.4,20
62,5,35,2,25.75,49
64,0,14,1,19.6,40
29,7,69,1,19.8,36
64,4,69,8,75.75,75
56,10,72,9,78.95,76
61,8,4,4,50.3,73
30,9,63,4,80.3,66
52,0,72,1,19.85,22
42,0,46,1,21.1,37
53,10,30,4,50,29
52,0,63,9,104.75,30
53,0,60,1,19.85,58
26,0,25,5,85.9,79
61,0,22,2,25.25,61
58,9,31,9,80.55,24
64,7,39,5,81.5,25
31,0,26,1,20.9,51
54,0,12,7,67.25,56
52,0,2,1,20.35,61
40,0,39,5,45.05,61
37,8,7,4,34.65,45
39,0,55,5,81.55,80
43,7,72,8,75.4,35
62,6,10,7,67.8,79
24,7,15,3,46.3,68
48,1,23,1,20.4,33
46,0,1,1,20.05,27
23,1,47,8,96.1,68
36,0,15,1,19.65,34
39,0,21,4,36,64
62,1,56,6,65.2,26
28,1,6,4,48.95,30
30,1,42,9,80.45,62
55,1,68,10,109.05,80
59,1,48,2,26.3,72
31,0,63,1,19.35,23
24,0,17,1,21.1,78
41,1,4,1,18.85,63
51,0,62,2,26,46
45,1,2,2,70.35,39
33,1,48,8,96.9,38
53,1,27,1,19.55,44
28,4,70,9,80.4,28
44,1,46,7,94.65,79
35,9,69,7,95.75,74
34,0,65,1,19.55,76
46,0,17,1,20.1,51
23,2,51,10,111.55,35
40,5,51,6,60.5,75
52,6,72,11,90.95,54
31,0,34,1,19.7,73
39,10,67,7,50.95,77
56,3,49,1,20.05,72
38,8,53,1,19.4,73
55,0,27,6,59.45,23
46,0,69,10,81.5,45
51,4,2,3,29.05,22
45,6,46,8,70.6,52
39,0,54,8,97.2,55
53,0,20,5,59.2,58
20,0,11,4,75.9,70
56,4,68,8,70.95,43
39,0,1,3,43.8,31
36,1,63,8,59,20
58,0,3,6,69.95,67
25,0,48,2,24.35,70
45,0,66,3,29.45,55
44,3,68,6,84.4,34
20,2,7,1,20.65,70
48,5,72,11,87.1,76
46,0,29,1,19.85,59
56,4,37,6,90.35,76
57,6,59,7,65.5,35
29,0,27,5,56.15,69
36,1,17,4,34.4,45
31,9,58,1,20.75,20
29,9,1,1,18.8,51
50,0,53,6,90.8,20
21,0,35,2,25.6,56
35,1,68,8,70.8,61
20,1,47,2,25.4,33
51,0,9,4,76.85,38
41,0,8,1,20.25,37
40,0,14,2,24.8,22
26,0,45,11,115.65,75
21,0,8,4,74.6,57
40,7,66,9,103.15,80
39,5,72,8,72.1,42
47,4,23,2,25.1,67
27,0,4,5,80.15,62
58,8,6,2,25.4,52
64,7,56,2,24.45,78
56,7,72,2,25,35
64,9,72,10,85.25,52
60,10,23,1,19.6,35
52,0,35,3,50.15,74
54,5,12,2,26.4,65
33,0,40,1,20.15,64
21,9,7,8,58.85,76
62,8,70,7,97.55,49
31,7,60,1,19.65,50
27,8,39,2,25.25,21
53,5,72,11,114.45,53
49,3,54,7,70.7,77
58,7,63,8,75.55,64
40,9,71,6,84.8,43
56,0,42,1,20.65,49
27,0,47,1,20.45,72
20,0,11,4,35.65,61
41,0,69,8,97.65,20
21,0,5,6,82.75,36
19,1,71,2,24.4,56
28,0,29,5,55.25,55
39,3,52,6,61.35,49
40,0,68,9,76.75,33
61,9,46,1,19.4,47
63,0,8,5,54.75,53
23,10,72,1,19.7,36
38,0,17,1,19.9,70
42,0,3,9,107.95,70
52,0,51,7,56.4,62
52,4,6,1,20.1,42
51,5,3,7,94.9,58
62,4,30,3,49.9,45
39,0,31,7,71.05,37
57,0,45,9,81.65,41
30,5,64,7,89.45,67
46,0,1,1,19.05,59
51,0,72,11,114.45,32
61,4,7,2,44.25,58
43,6,66,7,90.55,38
61,2,40,1,20.4,72
24,0,16,8,71.4,39
19,9,67,2,24.85,51
45,2,41,9,104.45,65
58,2,56,1,19.8,59
25,0,72,10,116.45,20
58,1,54,1,20.05,40
63,0,50,7,89.7,45
33,10,27,4,48.7,30
56,0,62,8,74.3,77
59,0,12,4,54.3,63
31,2,54,5,79.95,48
49,0,68,1,20.05,63
20,0,20,1,19.4,32
46,4,50,5,54.9,41
42,0,58,2,24.45,38
41,4,35,5,89.65,34
31,0,2,3,45.4,45
35,3,63,9,75.7,62
35,8,58,10,110.65,55
37,10,27,1,20.55,31
57,7,71,11,115.15,24
35,0,63,6,58.55,63
40,8,71,7,93.25,63
51,10,68,1,19.35,27
32,10,1,4,48.75,58
37,0,28,5,54.9,26
54,3,72,2,24.75,71
36,0,2,5,91.15,52
39,4,68,11,92.2,43
54,10,57,1,19.6,77
45,9,54,3,30.4,78
60,8,44,5,61.5,21
64,10,42,7,69.4,36
27,1,72,2,24.75,67
26,3,71,11,91.05,39
20,5,23,8,73.65,61
35,0,30,1,19.4,78
40,0,35,2,26.2,80
54,0,1,2,43.85,39
22,0,22,3,69.7,32
26,5,7,5,38.55,70
46,0,36,8,53.1,40
39,7,34,1,20.65,74
25,1,72,7,64.45,74
48,9,36,2,25.1,45
35,3,71,7,95.15,41
33,1,17,7,96.65,37
26,0,1,8,75.5,43
44,7,12,1,19.7,24
51,6,72,1,20.5,25
33,0,1,1,19.2,44
50,9,60,4,74.35,26
38,10,61,6,51.35,55
27,9,6,3,45.65,40
29,9,72,1,20.3,76
42,0,32,5,54.2,43
52,1,65,6,90.65,70
54,10,45,6,50.9,64
20,0,42,2,25.05,55
64,0,8,4,74.85,40
38,0,32,1,20.5,50
33,0,1,4,47.95,35
25,7,1,2,45,63
24,0,4,2,25.3,63
23,7,56,2,24.3,33
61,0,45,8,75.95,28
22,5,71,1,19.7,52
49,3,59,7,66.4,64
37,0,69,3,35.75,32
62,0,19,1,18.8,43
24,8,55,1,19.4,23
48,0,38,1,19.3,32
35,4,46,1,20.1,24
22,5,65,6,58.9,50
21,6,71,1,19.45,63
37,4,6,2,25.1,31
42,4,64,9,104.4,33
49,0,1,3,44.05,54
48,0,72,2,24.1,23
50,0,1,3,45.55,31
41,9,51,8,93.8,20
45,1,41,1,19.7,52
59,6,72,7,70.65,75
64,6,43,10,86.45,53
64,6,72,11,114.1,61
21,1,47,6,95.2,72
61,0,72,11,88.55,32
23,0,3,1,20.75,30
39,0,26,6,44.65,33
28,9,29,6,60.2,76
50,0,27,5,55.45,80
30,6,24,8,70.3,56
60,1,67,5,60.4,73
55,0,23,5,55.8,20
63,0,14,3,31.1,55
46,0,16,8,69.1,71
47,1,46,5,43.95,47
62,0,68,10,86.5,45
51,0,38,7,69.95,39
49,0,17,7,90.95,23
25,1,4,1,19.9,74
35,0,12,1,20.15,38
57,1,72,11,90.6,73
58,0,3,6,92,42
38,0,41,2,24.85,42
55,0,40,3,36,38
44,0,7,9,78.5,47
24,0,69,1,19.95,59
64,1,7,1,20.65,27
22,1,5,3,30.5,27
57,1,72,9,106.1,34
64,1,44,1,20.5,59
59,0,65,6,95.5,35
20,0,3,6,64.6,24
45,0,24,4,51.1,23
28,0,24,5,54.95,55
43,1,22,1,20.45,28
33,10,70,10,85.95,60
55,1,25,4,60.35,75
24,0,37,1,19.8,28
39,9,59,7,72.1,52
19,1,1,5,81.05,27
28,0,3,1,20.5,35
29,3,53,10,111.8,28
27,0,1,1,20.2,72
59,0,20,1,19.7,80
61,0,51,1,19.85,65
56,4,51,6,60.5,63
21,1,13,1,19.55,55
28,0,1,1,20.9,72
53,0,1,1,21.05,32
46,0,63,7,71.5,36
64,0,3,5,54.65,34
49,0,46,1,19.2,54
31,0,1,4,49.8,79
60,8,71,1,20.5,62
38,10,55,6,90.4,44
38,0,70,6,90.25,33
32,10,67,9,104.6,56
27,6,14,4,50.2,48
28,5,20,8,95.5,73
56,6,49,7,95.4,41
32,0,72,8,101.3,53
25,1,46,6,53.1,72
57,0,24,5,84.85,23
52,9,5,4,34.25,21
21,6,33,8,88.6,78
23,0,42,7,60.15,55
21,0,23,8,99.95,62
26,0,8,4,70.7,27
32,0,66,5,54.8,20
22,0,53,8,100.3,71
61,0,60,7,53.6,39
32,0,20,1,19.35,77
25,10,23,6,85.6,25
23,8,72,9,80.8,75
43,0,21,1,19.6,22
21,0,57,8,69.75,38
42,9,45,1,20,71
35,0,10,8,95.25,23
49,0,14,1,19.95,71
42,3,27,9,80.85,51
59,0,69,8,93.3,45
59,7,35,4,46.35,46
33,3,45,9,78.75,63
60,0,17,5,83.55,59
62,0,22,1,19.6,37
21,5,67,8,67.85,59
45,8,67,9,105.65,59
30,0,5,1,20.15,66
47,0,54,5,45.2,54
56,8,70,9,79.25,27
51,5,53,10,85.7,36
63,0,31,1,20.1,30
56,8,13,6,61.8,47
33,6,28,4,49.9,74
62,8,38,1,20.4,65
28,9,52,8,75.4,59
42,2,62,10,108.15,43
40,0,16,6,86.25,65
57,0,12,7,95.7,41
63,1,72,11,116.85,33
33,1,24,1,20.15,39
64,0,15,1,19.6,38
54,0,2,6,60.95,78
40,3,5,2,25.05,24
20,8,41,7,60.3,50
26,0,43,7,63.95,55
30,2,71,11,90.55,23
29,0,7,1,19.45,42
48,0,7,1,19.5,71
30,0,69,10,110.5,33
29,0,1,1,24.7,55
36,0,3,8,77.4,24
33,6,69,6,85.4,62
44,1,71,6,47.6,22
19,0,69,1,19.4,57
35,0,48,9,103.85,78
30,0,45,10,108.45,33
54,0,51,4,81,34
39,0,72,11,86.65,67
33,1,37,7,92.95,42
31,1,71,11,90.35,28
51,0,66,2,25.15,61
59,1,51,8,76.4,52
57,1,30,1,19.55,50
26,0,34,4,85.35,78
62,1,64,2,24.8,55
50,0,47,8,100.75,27
53,1,67,7,94.1,58
42,0,39,1,19.35,68
27,0,14,1,19.9,34
19,0,14,6,59.1,58
57,1,16,5,55.85,55
40,1,70,9,106.05,30
51,6,23,4,75.3,49
53,0,21,2,24.7,54
38,0,36,4,55.8,25
48,0,50,5,39.7,49
38,6,48,3,29.5,36
40,0,50,1,20.15,27
34,3,72,10,79.55,55
61,0,10,2,24.8,36
44,0,18,1,19.65,20
40,0,9,7,94.05,42
55,0,2,7,90.75,60
61,10,40,5,78.85,45
50,10,69,8,99.5,56
29,0,18,5,80.55,37
24,5,55,5,59.45,77
35,5,33,8,93.35,40
19,0,46,3,44.95,44
54,0,34,2,26.1,46
64,0,3,1,20.2,24
58,6,30,1,21.25,70
41,0,33,6,59.4,38
25,6,45,7,95,27
49,0,40,6,61.9,52
58,0,71,11,118.65,73
53,0,72,9,64.45,45
59,5,22,5,80.15,42
44,6,46,1,20.2,68
53,8,55,1,21,24
26,0,1,1,20.45,38
23,0,12,8,75.85,70
43,0,31,5,80.45,49
24,5,67,8,75.5,69
45,0,1,3,44.45,74
61,4,41,8,74.55,61
48,10,42,6,48.15,25
62,2,23,1,19.65,70
40,0,1,1,20.15,31
25,0,56,9,106.6,80
31,0,15,6,91,48
55,8,12,2,25.4,71
21,3,54,8,69.95,57
30,0,7,6,66.85,43
30,4,16,1,20.15,58
55,0,21,7,64.85,51
45,0,3,4,50.5,43
27,0,11,4,72.9,71
39,0,62,11,115.05,43
42,0,18,1,19,39
20,0,6,1,19.55,69
45,0,46,8,101.1,54
46,0,21,6,84.1,69
45,0,68,2,24.15,70
19,0,1,4,50.1,57
26,7,25,4,74.6,35
57,0,24,1,19.75,43
31,3,51,8,106.8,33
33,2,57,10,84.5,41
52,0,15,2,25.05,43
25,9,72,10,83.7,36
25,10,28,7,96.6,43
52,10,70,8,101.1,62
52,0,13,1,20.2,34
49,6,62,9,81,31
30,0,21,6,60.25,25
28,0,2,6,60.85,54
38,0,1,3,43.95,20
63,0,4,6,86.05,55
45,0,19,1,20.25,78
48,6,67,1,19.4,70
35,8,53,1,19.9,61
54,0,5,1,19.55,47
53,9,50,10,84.15,43
38,3,56,9,103.2,55
61,0,2,3,50.2,59
40,9,46,1,19.95,75
42,4,71,11,116.25,47
30,0,29,3,31.2,39
23,1,69,2,24.45,39
32,4,71,10,84.2,33
38,0,56,1,21.2,23
22,7,28,2,25.55,39
47,6,19,1,20.2,64
21,4,66,7,63.85,72
52,6,17,6,61.95,27
61,6,52,2,25.75,21
19,0,19,5,58.2,73
26,0,36,9,85.85,64
22,9,72,10,104.9,35
38,7,8,1,19.55,31
44,0,69,9,104,63
57,7,50,9,104.4,26
58,0,10,1,19.5,80
39,4,12,2,25.25,49
46,8,70,7,49.85,26
31,9,66,11,89.9,20
40,0,71,9,82,72
48,2,72,8,79.35,55
64,10,71,7,64.05,71
34,9,38,8,101.15,34
62,0,33,4,39.1,40
27,10,23,4,34.6,73
54,3,58,1,19.55,72
40,2,4,2,70.5,68
24,3,45,1,20.35,62
26,2,36,1,19.45,39
61,0,54,7,69.9,65
33,6,23,6,59.7,49
28,8,41,8,78.35,44
25,3,27,5,45.85,49
50,0,1,7,95.85,23
55,5,67,4,35.7,25
40,9,56,2,24.95,76
44,7,44,2,24.85,58
51,3,69,8,105.35,34
48,0,40,1,19.65,75
50,6,30,5,54.45,38
38,0,11,7,70.5,75
58,0,15,1,20.1,71
35,0,11,7,69.35,47
47,7,64,1,19.8,31
42,0,1,4,51.2,51
26,0,15,8,65.6,28
32,0,60,9,80.55,52
57,0,56,5,52.7,63
31,0,8,1,20.85,23
19,6,49,4,52.15,40
51,0,70,11,114.95,26
25,6,72,11,113.65,79
42,0,40,1,20.6,27
44,0,1,4,49.85,49
33,2,30,1,19.8,74
20,0,3,6,55.9,36
37,0,5,4,85.3,67
49,6,72,10,107.45,28
27,5,54,11,91.3,27
57,2,72,10,85.95,62
53,5,69,5,79.2,63
58,0,48,5,55.5,48
54,4,8,6,90.25,76
59,7,71,11,91.25,30
40,8,67,8,100.9,31
28,9,34,8,97.7,39
53,0,3,3,69.85,40
37,2,9,6,65.6,65
23,1,71,9,104.65,74
34,0,57,5,90.45,24
36,0,72,9,63.7,46
28,0,18,1,20.1,57
20,0,43,9,104.3,60
62,2,72,11,93.25,28
61,10,35,8,73.45,66
28,0,4,1,20.7,76
23,8,49,2,25.25,35
